Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
4	4	256	internal://	InTimedOutInterests	0	0	0	0
4	4	256	internal://	OutSatisfiedInterests	0	0	0	0
4	4	256	internal://	OutTimedOutInterests	0	0	0	0
4	4	257	netdev://[00:00:00:00:00:05]	InInterests	0.032	0.0013125	0	0
4	4	257	netdev://[00:00:00:00:00:05]	OutInterests	0.032	0.0013125	0	0
4	4	257	netdev://[00:00:00:00:00:05]	InData	0.096	0.0995625	0	0
4	4	257	netdev://[00:00:00:00:00:05]	OutData	0	0	0	0
4	4	257	netdev://[00:00:00:00:00:05]	InNacks	0	0	0	0
4	4	257	netdev://[00:00:00:00:00:05]	OutNacks	0	0	0	0
4	4	257	netdev://[00:00:00:00:00:05]	InSatisfiedInterests	0	0	0	0
4	4	257	netdev://[00:00:00:00:00:05]	InTimedOutInterests	0	0	0	0
4	4	257	netdev://[00:00:00:00:00:05]	OutSatisfiedInterests	0.032	0	0	0
4	4	257	netdev://[00:00:00:00:00:05]	OutTimedOutInterests	0	0	0	0
4	4	258	appFace://	InInterests	0.032	0.0013125	0	0
4	4	258	appFace://	OutInterests	0	0	0	0
4	4	258	appFace://	InData	0	0	0	0
4	4	258	appFace://	OutData	0.032	0.0331875	0	0
4	4	258	appFace://	InNacks	0	0	0	0
4	4	258	appFace://	OutNacks	0	0	0	0
4	4	258	appFace://	InSatisfiedInterests	0.032	0	0	0
4	4	258	appFace://	InTimedOutInterests	0	0	0	0
4	4	258	appFace://	OutSatisfiedInterests	0	0	0	0
4	4	258	appFace://	OutTimedOutInterests	0	0	0	0
4	4	-1	all	SatisfiedInterests	0.0704	0	0	0
4	4	-1	all	TimedOutInterests	0	0	0	0
5	0	1	internal://	InInterests	0	0	0	0
5	0	1	internal://	OutInterests	0	0	0	0
5	0	1	internal://	InData	0	0	0	0
5	0	1	internal://	OutData	0	0	0	0
5	0	1	internal://	InNacks	0	0	0	0
5	0	1	internal://	OutNacks	0	0	0	0
5	0	1	internal://	InSatisfiedInterests	0	0	0	0
5	0	1	internal://	InTimedOutInterests	0	0	0	0
5	0	1	internal://	OutSatisfiedInterests	0.00256	0	0	0
5	0	1	internal://	OutTimedOutInterests	0	0	0	0
5	0	2	internal://	InInterests	0	0	0	0
5	0	2	internal://	OutInterests	0	0	0	0
5	0	2	internal://	InData	0	0	0	0
5	0	2	internal://	OutData	0	0	0	0
5	0	2	internal://	InNacks	0	0	0	0
5	0	2	internal://	OutNacks	0	0	0	0
5	0	2	internal://	InSatisfiedInterests	0.00128	0	0	0
5	0	2	internal://	InTimedOutInterests	0	0	0	0
5	0	2	internal://	OutSatisfiedInterests	0	0	0	0
5	0	2	internal://	OutTimedOutInterests	0	0	0	0
5	0	256	internal://	InInterests	0	0	0	0
5	0	256	internal://	OutInterests	0	0	0	0
5	0	256	internal://	InData	0	0	0	0
5	0	256	internal://	OutData	0	0	0	0
5	0	256	internal://	InNacks	0	0	0	0
5	0	256	internal://	OutNacks	0	0	0	0
5	0	256	internal://	InSatisfiedInterests	0.00128	0	0	0
5	0	256	internal://	InTimedOutInterests	0	0	0	0
5	0	256	internal://	OutSatisfiedInterests	0	0	0	0
5	0	256	internal://	OutTimedOutInterests	0	0	0	0
5	0	257	netdev://[00:00:00:00:00:01]	InInterests	0.0064	0.0002625	0	0
5	0	257	netdev://[00:00:00:00:00:01]	OutInterests	0	0	0	0
5	0	257	netdev://[00:00:00:00:00:01]	InData	0.0128	0.013275	0	0
5	0	257	netdev://[00:00:00:00:00:01]	OutData	0.0064	0.0066375	0	0
5	0	257	netdev://[00:00:00:00:00:01]	InNacks	0	0	0	0
5	0	257	netdev://[00:00:00:00:00:01]	OutNacks	0	0	0	0
5	0	257	netdev://[00:00:00:00:00:01]	InSatisfiedInterests	0.0064	0	0	0
5	0	257	netdev://[00:00:00:00:00:01]	InTimedOutInterests	0	0	0	0
5	0	257	netdev://[00:00:00:00:00:01]	OutSatisfiedInterests	0	0	0	0
5	0	257	netdev://[00:00:00:00:00:01]	OutTimedOutInterests	0	0	0	0
5	0	258	appFace://	InInterests	0	0	0	0
5	0	258	appFace://	OutInterests	0.0064	0.0002625	0	0
5	0	258	appFace://	InData	0.0064	0.0066375	0	0
5	0	258	appFace://	OutData	0	0	0	0
5	0	258	appFace://	InNacks	0	0	0	0
5	0	258	appFace://	OutNacks	0	0	0	0
5	0	258	appFace://	InSatisfiedInterests	0	0	0	0
5	0	258	appFace://	InTimedOutInterests	0	0	0	0
5	0	258	appFace://	OutSatisfiedInterests	0.0064	0	0	0
5	0	258	appFace://	OutTimedOutInterests	0	0	0	0
5	0	-1	all	SatisfiedInterests	0.00896	0	0	0
5	0	-1	all	TimedOutInterests	0	0	0	0
5	1	257	netdev://[00:00:00:00:00:02]	InInterests	0.0064	0.0002625	0	0
5	1	257	netdev://[00:00:00:00:00:02]	OutInterests	0.0064	0.0002625	0	0
5	1	257	netdev://[00:00:00:00:00:02]	InData	0.0192	0.0199125	0	0
5	1	257	netdev://[00:00:00:00:00:02]	OutData	0.0064	0.0066375	0	0
5	1	257	netdev://[00:00:00:00:00:02]	InNacks	0	0	0	0
5	1	257	netdev://[00:00:00:00:00:02]	OutNacks	0	0	0	0
5	1	257	netdev://[00:00:00:00:00:02]	InSatisfiedInterests	0.0064	0	0	0
5	1	257	netdev://[00:00:00:00:00:02]	InTimedOutInterests	0	0	0	0
5	1	257	netdev://[00:00:00:00:00:02]	OutSatisfiedInterests	0.0064	0	0	0
5	1	257	netdev://[00:00:00:00:00:02]	OutTimedOutInterests	0	0	0	0
5	1	-1	all	SatisfiedInterests	0.0064	0	0	0
5	1	-1	all	TimedOutInterests	0	0	0	0
5	2	257	netdev://[00:00:00:00:00:03]	InInterests	0.0128	0.000525	0	0
5	2	257	netdev://[00:00:00:00:00:03]	OutInterests	0	0	0	0
5	2	257	netdev://[00:00:00:00:00:03]	InData	0.0192	0.0199125	0	0
5	2	257	netdev://[00:00:00:00:00:03]	OutData	0.0064	0.0066375	0	0
5	2	257	netdev://[00:00:00:00:00:03]	InNacks	0	0	0	0
5	2	257	netdev://[00:00:00:00:00:03]	OutNacks	0	0	0	0
5	2	257	netdev://[00:00:00:00:00:03]	InSatisfiedInterests	0.0064	0	0	0
5	2	257	netdev://[00:00:00:00:00:03]	InTimedOutInterests	0	0	0	0
5	2	257	netdev://[00:00:00:00:00:03]	OutSatisfiedInterests	0	0	0	0
5	2	257	netdev://[00:00:00:00:00:03]	OutTimedOutInterests	0	0	0	0
5	2	-1	all	SatisfiedInterests	0.0064	0	0	0
5	2	-1	all	TimedOutInterests	0	0	0	0
5	3	257	netdev://[00:00:00:00:00:04]	InInterests	0.0128	0.000525	0	0
5	3	257	netdev://[00:00:00:00:00:04]	OutInterests	0	0	0	0
5	3	257	netdev://[00:00:00:00:00:04]	InData	0.0128	0.013275	0	0
5	3	257	netdev://[00:00:00:00:00:04]	OutData	0.0064	0.0066375	0	0
5	3	257	netdev://[00:00:00:00:00:04]	InNacks	0	0	0	0
5	3	257	netdev://[00:00:00:00:00:04]	OutNacks	0	0	0	0
5	3	257	netdev://[00:00:00:00:00:04]	InSatisfiedInterests	0.0064	0	0	0
5	3	257	netdev://[00:00:00:00:00:04]	InTimedOutInterests	0	0	0	0
5	3	257	netdev://[00:00:00:00:00:04]	OutSatisfiedInterests	0	0	0	0
5	3	257	netdev://[00:00:00:00:00:04]	OutTimedOutInterests	0	0	0	0
5	3	-1	all	SatisfiedInterests	0.0064	0	0	0
5	3	-1	all	TimedOutInterests	0	0	0	0
5	4	1	internal://	InInterests	0	0	0	0
5	4	1	internal://	OutInterests	0	0	0	0
5	4	1	internal://	InData	0	0	0	0
5	4	1	internal://	OutData	0	0	0	0
5	4	1	internal://	InNacks	0	0	0	0
5	4	1	internal://	OutNacks	0	0	0	0
5	4	1	internal://	InSatisfiedInterests	0	0	0	0
5	4	1	internal://	InTimedOutInterests	0	0	0	0
5	4	1	internal://	OutSatisfiedInterests	0.00768	0	0	0
5	4	1	internal://	OutTimedOutInterests	0	0	0	0
5	4	2	internal://	InInterests	0	0	0	0
5	4	2	internal://	OutInterests	0	0	0	0
5	4	2	internal://	InData	0	0	0	0
5	4	2	internal://	OutData	0	0	0	0
5	4	2	internal://	InNacks	0	0	0	0
5	4	2	internal://	OutNacks	0	0	0	0
5	4	2	internal://	InSatisfiedInterests	0.00128	0	0	0
5	4	2	internal://	InTimedOutInterests	0	0	0	0
5	4	2	internal://	OutSatisfiedInterests	0	0	0	0
5	4	2	internal://	OutTimedOutInterests	0	0	0	0
5	4	256	internal://	InInterests	0	0	0	0
5	4	256	internal://	OutInterests	0	0	0	0
5	4	256	internal://	InData	0	0	0	0
5	4	256	internal://	OutData	0	0	0	0
5	4	256	internal://	InNacks	0	0	0	0
5	4	256	internal://	OutNacks	0	0	0	0
5	4	256	internal://	InSatisfiedInterests	0.0064	0	0	0
5	4	256	internal://	InTimedOutInterests	0	0	0	0
5	4	256	internal://	OutSatisfiedInterests	0	0	0	0
5	4	256	internal://	OutTimedOutInterests	0	0	0	0
5	4	257	netdev://[00:00:00:00:00:05]	InInterests	0.0064	0.0002625	0	0
5	4	257	netdev://[00:00:00:00:00:05]	OutInterests	0.0064	0.0002625	0	0
5	4	257	netdev://[00:00:00:00:00:05]	InData	0.0192	0.0199125	0	0
5	4	257	netdev://[00:00:00:00:00:05]	OutData	0	0	0	0
5	4	257	netdev://[00:00:00:00:00:05]	InNacks	0	0	0	0
5	4	257	netdev://[00:00:00:00:00:05]	OutNacks	0	0	0	0
5	4	257	netdev://[00:00:00:00:00:05]	InSatisfiedInterests	0	0	0	0
5	4	257	netdev://[00:00:00:00:00:05]	InTimedOutInterests	0	0	0	0
5	4	257	netdev://[00:00:00:00:00:05]	OutSatisfiedInterests	0.0064	0	0	0
5	4	257	netdev://[00:00:00:00:00:05]	OutTimedOutInterests	0	0	0	0
5	4	258	appFace://	InInterests	0.0064	0.0002625	0	0
5	4	258	appFace://	OutInterests	0	0	0	0
5	4	258	appFace://	InData	0	0	0	0
5	4	258	appFace://	OutData	0.0064	0.0066375	0	0
5	4	258	appFace://	InNacks	0	0	0	0
5	4	258	appFace://	OutNacks	0	0	0	0
5	4	258	appFace://	InSatisfiedInterests	0.0064	0	0	0
5	4	258	appFace://	InTimedOutInterests	0	0	0	0
5	4	258	appFace://	OutSatisfiedInterests	0	0	0	0
5	4	258	appFace://	OutTimedOutInterests	0	0	0	0
5	4	-1	all	SatisfiedInterests	0.01408	0	0	0
5	4	-1	all	TimedOutInterests	0	0	0	0
6	0	1	internal://	InInterests	0	0	0	0
6	0	1	internal://	OutInterests	0	0	0	0
6	0	1	internal://	InData	0	0	0	0
6	0	1	internal://	OutData	0	0	0	0
6	0	1	internal://	InNacks	0	0	0	0
6	0	1	internal://	OutNacks	0	0	0	0
6	0	1	internal://	InSatisfiedInterests	0	0	0	0
6	0	1	internal://	InTimedOutInterests	0	0	0	0
6	0	1	internal://	OutSatisfiedInterests	0.000512	0	0	0
6	0	1	internal://	OutTimedOutInterests	0	0	0	0
6	0	2	internal://	InInterests	0	0	0	0
6	0	2	internal://	OutInterests	0	0	0	0
6	0	2	internal://	InData	0	0	0	0
6	0	2	internal://	OutData	0	0	0	0
6	0	2	internal://	InNacks	0	0	0	0
6	0	2	internal://	OutNacks	0	0	0	0
6	0	2	internal://	InSatisfiedInterests	0.000256	0	0	0
6	0	2	internal://	InTimedOutInterests	0	0	0	0
6	0	2	internal://	OutSatisfiedInterests	0	0	0	0
6	0	2	internal://	OutTimedOutInterests	0	0	0	0
6	0	256	internal://	InInterests	0	0	0	0
6	0	256	internal://	OutInterests	0	0	0	0
6	0	256	internal://	InData	0	0	0	0
6	0	256	internal://	OutData	0	0	0	0
6	0	256	internal://	InNacks	0	0	0	0
6	0	256	internal://	OutNacks	0	0	0	0
6	0	256	internal://	InSatisfiedInterests	0.000256	0	0	0
6	0	256	internal://	InTimedOutInterests	0	0	0	0
6	0	256	internal://	OutSatisfiedInterests	0	0	0	0
6	0	256	internal://	OutTimedOutInterests	0	0	0	0
6	0	257	netdev://[00:00:00:00:00:01]	InInterests	0.00128	5.25e-05	0	0
6	0	257	netdev://[00:00:00:00:00:01]	OutInterests	0	0	0	0
6	0	257	netdev://[00:00:00:00:00:01]	InData	0.00256	0.002655	0	0
6	0	257	netdev://[00:00:00:00:00:01]	OutData	0.00128	0.0013275	0	0
6	0	257	netdev://[00:00:00:00:00:01]	InNacks	0	0	0	0
6	0	257	netdev://[00:00:00:00:00:01]	OutNacks	0	0	0	0
6	0	257	netdev://[00:00:00:00:00:01]	InSatisfiedInterests	0.00128	0	0	0
6	0	257	netdev://[00:00:00:00:00:01]	InTimedOutInterests	0	0	0	0
6	0	257	netdev://[00:00:00:00:00:01]	OutSatisfiedInterests	0	0	0	0
6	0	257	netdev://[00:00:00:00:00:01]	OutTimedOutInterests	0	0	0	0
6	0	258	appFace://	InInterests	0	0	0	0
6	0	258	appFace://	OutInterests	0.00128	5.25e-05	0	0
6	0	258	appFace://	InData	0.00128	0.0013275	0	0
6	0	258	appFace://	OutData	0	0	0	0
6	0	258	appFace://	InNacks	0	0	0	0
6	0	258	appFace://	OutNacks	0	0	0	0
6	0	258	appFace://	InSatisfiedInterests	0	0	0	0
6	0	258	appFace://	InTimedOutInterests	0	0	0	0
6	0	258	appFace://	OutSatisfiedInterests	0.00128	0	0	0
6	0	258	appFace://	OutTimedOutInterests	0	0	0	0
6	0	-1	all	SatisfiedInterests	0.001792	0	0	0
6	0	-1	all	TimedOutInterests	0	0	0	0
6	1	257	netdev://[00:00:00:00:00:02]	InInterests	0.00128	5.25e-05	0	0
6	1	257	netdev://[00:00:00:00:00:02]	OutInterests	0.00128	5.25e-05	0	0
6	1	257	netdev://[00:00:00:00:00:02]	InData	0.00384	0.0039825	0	0
6	1	257	netdev://[00:00:00:00:00:02]	OutData	0.00128	0.0013275	0	0
6	1	257	netdev://[00:00:00:00:00:02]	InNacks	0	0	0	0
6	1	257	netdev://[00:00:00:00:00:02]	OutNacks	0	0	0	0
6	1	257	netdev://[00:00:00:00:00:02]	InSatisfiedInterests	0.00128	0	0	0
6	1	257	netdev://[00:00:00:00:00:02]	InTimedOutInterests	0	0	0	0
6	1	257	netdev://[00:00:00:00:00:02]	OutSatisfiedInterests	0.00128	0	0	0
6	1	257	netdev://[00:00:00:00:00:02]	OutTimedOutInterests	0	0	0	0
6	1	-1	all	SatisfiedInterests	0.00128	0	0	0
6	1	-1	all	TimedOutInterests	0	0	0	0
6	2	257	netdev://[00:00:00:00:00:03]	InInterests	0.00256	0.000105	0	0
6	2	257	netdev://[00:00:00:00:00:03]	OutInterests	0	0	0	0
6	2	257	netdev://[00:00:00:00:00:03]	InData	0.00384	0.0039825	0	0
6	2	257	netdev://[00:00:00:00:00:03]	OutData	0.00128	0.0013275	0	0
6	2	257	netdev://[00:00:00:00:00:03]	InNacks	0	0	0	0
6	2	257	netdev://[00:00:00:00:00:03]	OutNacks	0	0	0	0
6	2	257	netdev://[00:00:00:00:00:03]	InSatisfiedInterests	0.00128	0	0	0
6	2	257	netdev://[00:00:00:00:00:03]	InTimedOutInterests	0	0	0	0
6	2	257	netdev://[00:00:00:00:00:03]	OutSatisfiedInterests	0	0	0	0
6	2	257	netdev://[00:00:00:00:00:03]	OutTimedOutInterests	0	0	0	0
6	2	-1	all	SatisfiedInterests	0.00128	0	0	0
6	2	-1	all	TimedOutInterests	0	0	0	0
6	3	257	netdev://[00:00:00:00:00:04]	InInterests	0.00256	0.000105	0	0
6	3	257	netdev://[00:00:00:00:00:04]	OutInterests	0	0	0	0
6	3	257	netdev://[00:00:00:00:00:04]	InData	0.00256	0.002655	0	0
6	3	257	netdev://[00:00:00:00:00:04]	OutData	0.00128	0.0013275	0	0
6	3	257	netdev://[00:00:00:00:00:04]	InNacks	0	0	0	0
6	3	257	netdev://[00:00:00:00:00:04]	OutNacks	0	0	0	0
6	3	257	netdev://[00:00:00:00:00:04]	InSatisfiedInterests	0.00128	0	0	0
6	3	257	netdev://[00:00:00:00:00:04]	InTimedOutInterests	0	0	0	0
6	3	257	netdev://[00:00:00:00:00:04]	OutSatisfiedInterests	0	0	0	0
6	3	257	netdev://[00:00:00:00:00:04]	OutTimedOutInterests	0	0	0	0
6	3	-1	all	SatisfiedInterests	0.00128	0	0	0
6	3	-1	all	TimedOutInterests	0	0	0	0
6	4	1	internal://	InInterests	0	0	0	0
6	4	1	internal://	OutInterests	0	0	0	0
6	4	1	internal://	InData	0	0	0	0
6	4	1	internal://	OutData	0	0	0	0
6	4	1	internal://	InNacks	0	0	0	0
6	4	1	internal://	OutNacks	0	0	0	0
6	4	1	internal://	InSatisfiedInterests	0	0	0	0
6	4	1	internal://	InTimedOutInterests	0	0	0	0
6	4	1	internal://	OutSatisfiedInterests	0.001536	0	0	0
6	4	1	internal://	OutTimedOutInterests	0	0	0	0
6	4	2	internal://	InInterests	0	0	0	0
6	4	2	internal://	OutInterests	0	0	0	0
6	4	2	internal://	InData	0	0	0	0
6	4	2	internal://	OutData	0	0	0	0
6	4	2	internal://	InNacks	0	0	0	0
6	4	2	internal://	OutNacks	0	0	0	0
6	4	2	internal://	InSatisfiedInterests	0.000256	0	0	0
6	4	2	internal://	InTimedOutInterests	0	0	0	0
6	4	2	internal://	OutSatisfiedInterests	0	0	0	0
6	4	2	internal://	OutTimedOutInterests	0	0	0	0
6	4	256	internal://	InInterests	0	0	0	0
6	4	256	internal://	OutInterests	0	0	0	0
6	4	256	internal://	InData	0	0	0	0
6	4	256	internal://	OutData	0	0	0	0
6	4	256	internal://	InNacks	0	0	0	0
6	4	256	internal://	OutNacks	0	0	0	0
6	4	256	internal://	InSatisfiedInterests	0.00128	0	0	0
6	4	256	internal://	InTimedOutInterests	0	0	0	0
6	4	256	internal://	OutSatisfiedInterests	0	0	0	0
6	4	256	internal://	OutTimedOutInterests	0	0	0	0
6	4	257	netdev://[00:00:00:00:00:05]	InInterests	0.00128	5.25e-05	0	0
6	4	257	netdev://[00:00:00:00:00:05]	OutInterests	0.00128	5.25e-05	0	0
6	4	257	netdev://[00:00:00:00:00:05]	InData	0.00384	0.0039825	0	0
6	4	257	netdev://[00:00:00:00:00:05]	OutData	0	0	0	0
6	4	257	netdev://[00:00:00:00:00:05]	InNacks	0	0	0	0
6	4	257	netdev://[00:00:00:00:00:05]	OutNacks	0	0	0	0
6	4	257	netdev://[00:00:00:00:00:05]	InSatisfiedInterests	0	0	0	0
6	4	257	netdev://[00:00:00:00:00:05]	InTimedOutInterests	0	0	0	0
6	4	257	netdev://[00:00:00:00:00:05]	OutSatisfiedInterests	0.00128	0	0	0
6	4	257	netdev://[00:00:00:00:00:05]	OutTimedOutInterests	0	0	0	0
6	4	258	appFace://	InInterests	0.00128	5.25e-05	0	0
6	4	258	appFace://	OutInterests	0	0	0	0
6	4	258	appFace://	InData	0	0	0	0
6	4	258	appFace://	OutData	0.00128	0.0013275	0	0
6	4	258	appFace://	InNacks	0	0	0	0
6	4	258	appFace://	OutNacks	0	0	0	0
6	4	258	appFace://	InSatisfiedInterests	0.00128	0	0	0
6	4	258	appFace://	InTimedOutInterests	0	0	0	0
6	4	258	appFace://	OutSatisfiedInterests	0	0	0	0
6	4	258	appFace://	OutTimedOutInterests	0	0	0	0
6	4	-1	all	SatisfiedInterests	0.002816	0	0	0
6	4	-1	all	TimedOutInterests	0	0	0	0
7	0	1	internal://	InInterests	0	0	0	0
7	0	1	internal://	OutInterests	0	0	0	0
7	0	1	internal://	InData	0	0	0	0
7	0	1	internal://	OutData	0	0	0	0
7	0	1	internal://	InNacks	0	0	0	0
7	0	1	internal://	OutNacks	0	0	0	0
7	0	1	internal://	InSatisfiedInterests	0	0	0	0
7	0	1	internal://	InTimedOutInterests	0	0	0	0
7	0	1	internal://	OutSatisfiedInterests	0.0001024	0	0	0
7	0	1	internal://	OutTimedOutInterests	0	0	0	0
7	0	2	internal://	InInterests	0	0	0	0
7	0	2	internal://	OutInterests	0	0	0	0
7	0	2	internal://	InData	0	0	0	0
7	0	2	internal://	OutData	0	0	0	0
7	0	2	internal://	InNacks	0	0	0	0
7	0	2	internal://	OutNacks	0	0	0	0
7	0	2	internal://	InSatisfiedInterests	5.12e-05	0	0	0
7	0	2	internal://	InTimedOutInterests	0	0	0	0
7	0	2	internal://	OutSatisfiedInterests	0	0	0	0
7	0	2	internal://	OutTimedOutInterests	0	0	0	0
7	0	256	internal://	InInterests	0	0	0	0
7	0	256	internal://	OutInterests	0	0	0	0
7	0	256	internal://	InData	0	0	0	0
7	0	256	internal://	OutData	0	0	0	0
7	0	256	internal://	InNacks	0	0	0	0
7	0	256	internal://	OutNacks	0	0	0	0
7	0	256	internal://	InSatisfiedInterests	5.12e-05	0	0	0
7	0	256	internal://	InTimedOutInterests	0	0	0	0
7	0	256	internal://	OutSatisfiedInterests	0	0	0	0
7	0	256	internal://	OutTimedOutInterests	0	0	0	0
7	0	257	netdev://[00:00:00:00:00:01]	InInterests	0.000256	1.05e-05	0	0
7	0	257	netdev://[00:00:00:00:00:01]	OutInterests	0	0	0	0
7	0	257	netdev://[00:00:00:00:00:01]	InData	0.000512	0.000531	0	0
7	0	257	netdev://[00:00:00:00:00:01]	OutData	0.000256	0.0002655	0	0
7	0	257	netdev://[00:00:00:00:00:01]	InNacks	0	0	0	0
7	0	257	netdev://[00:00:00:00:00:01]	OutNacks	0	0	0	0
7	0	257	netdev://[00:00:00:00:00:01]	InSatisfiedInterests	0.000256	0	0	0
7	0	257	netdev://[00:00:00:00:00:01]	InTimedOutInterests	0	0	0	0
7	0	257	netdev://[00:00:00:00:00:01]	OutSatisfiedInterests	0	0	0	0
7	0	257	netdev://[00:00:00:00:00:01]	OutTimedOutInterests	0	0	0	0
7	0	258	appFace://	InInterests	0	0	0	0
7	0	258	appFace://	OutInterests	0.000256	1.05e-05	0	0
7	0	258	appFace://	InData	0.000256	0.0002655	0	0
7	0	258	appFace://	OutData	0	0	0	0
7	0	258	appFace://	InNacks	0	0	0	0
7	0	258	appFace://	OutNacks	0	0	0	0
7	0	258	appFace://	InSatisfiedInterests	0	0	0	0
7	0	258	appFace://	InTimedOutInterests	0	0	0	0
7	0	258	appFace://	OutSatisfiedInterests	0.000256	0	0	0
7	0	258	appFace://	OutTimedOutInterests	0	0	0	0
7	0	-1	all	SatisfiedInterests	0.0003584	0	0	0
7	0	-1	all	TimedOutInterests	0	0	0	0
7	1	257	netdev://[00:00:00:00:00:02]	InInterests	0.000256	1.05e-05	0	0
7	1	257	netdev://[00:00:00:00:00:02]	OutInterests	0.000256	1.05e-05	0	0
7	1	257	netdev://[00:00:00:00:00:02]	InData	0.000768	0.0007965	0	0
7	1	257	netdev://[00:00:00:00:00:02]	OutData	0.000256	0.0002655	0	0
7	1	257	netdev://[00:00:00:00:00:02]	InNacks	0	0	0	0
7	1	257	netdev://[00:00:00:00:00:02]	OutNacks	0	0	0	0
7	1	257	netdev://[00:00:00:00:00:02]	InSatisfiedInterests	0.000256	0	0	0
7	1	257	netdev://[00:00:00:00:00:02]	InTimedOutInterests	0	0	0	0
7	1	257	netdev://[00:00:00:00:00:02]	OutSatisfiedInterests	0.000256	0	0	0
7	1	257	netdev://[00:00:00:00:00:02]	OutTimedOutInterests	0	0	0	0
7	1	-1	all	SatisfiedInterests	0.000256	0	0	0
7	1	-1	all	TimedOutInterests	0	0	0	0
7	2	257	netdev://[00:00:00:00:00:03]	InInterests	0.000512	2.1e-05	0	0
7	2	257	netdev://[00:00:00:00:00:03]	OutInterests	0	0	0	0
7	2	257	netdev://[00:00:00:00:00:03]	InData	0.000768	0.0007965	0	0
7	2	257	netdev://[00:00:00:00:00:03]	OutData	0.000256	0.0002655	0	0
7	2	257	netdev://[00:00:00:00:00:03]	InNacks	0	0	0	0
7	2	257	netdev://[00:00:00:00:00:03]	OutNacks	0	0	0	0
7	2	257	netdev://[00:00:00:00:00:03]	InSatisfiedInterests	0.000256	0	0	0
7	2	257	netdev://[00:00:00:00:00:03]	InTimedOutInterests	0	0	0	0
7	2	257	netdev://[00:00:00:00:00:03]	OutSatisfiedInterests	0	0	0	0
7	2	257	netdev://[00:00:00:00:00:03]	OutTimedOutInterests	0	0	0	0
7	2	-1	all	SatisfiedInterests	0.000256	0	0	0
7	2	-1	all	TimedOutInterests	0	0	0	0
7	3	257	netdev://[00:00:00:00:00:04]	InInterests	0.000512	2.1e-05	0	0
7	3	257	netdev://[00:00:00:00:00:04]	OutInterests	0	0	0	0
7	3	257	netdev://[00:00:00:00:00:04]	InData	0.000512	0.000531	0	0
7	3	257	netdev://[00:00:00:00:00:04]	OutData	0.000256	0.0002655	0	0
7	3	257	netdev://[00:00:00:00:00:04]	InNacks	0	0	0	0
7	3	257	netdev://[00:00:00:00:00:04]	OutNacks	0	0	0	0
7	3	257	netdev://[00:00:00:00:00:04]	InSatisfiedInterests	0.000256	0	0	0
7	3	257	netdev://[00:00:00:00:00:04]	InTimedOutInterests	0	0	0	0
7	3	257	netdev://[00:00:00:00:00:04]	OutSatisfiedInterests	0	0	0	0
7	3	257	netdev://[00:00:00:00:00:04]	OutTimedOutInterests	0	0	0	0
7	3	-1	all	SatisfiedInterests	0.000256	0	0	0
7	3	-1	all	TimedOutInterests	0	0	0	0
7	4	1	internal://	InInterests	0	0	0	0
7	4	1	internal://	OutInterests	0	0	0	0
7	4	1	internal://	InData	0	0	0	0
7	4	1	internal://	OutData	0	0	0	0
7	4	1	internal://	InNacks	0	0	0	0
7	4	1	internal://	OutNacks	0	0	0	0
7	4	1	internal://	InSatisfiedInterests	0	0	0	0
7	4	1	internal://	InTimedOutInterests	0	0	0	0
7	4	1	internal://	OutSatisfiedInterests	0.0003072	0	0	0
7	4	1	internal://	OutTimedOutInterests	0	0	0	0
7	4	2	internal://	InInterests	0	0	0	0
7	4	2	internal://	OutInterests	0	0	0	0
7	4	2	internal://	InData	0	0	0	0
7	4	2	internal://	OutData	0	0	0	0
7	4	2	internal://	InNacks	0	0	0	0
7	4	2	internal://	OutNacks	0	0	0	0
7	4	2	internal://	InSatisfiedInterests	5.12e-05	0	0	0
7	4	2	internal://	InTimedOutInterests	0	0	0	0
7	4	2	internal://	OutSatisfiedInterests	0	0	0	0
7	4	2	internal://	OutTimedOutInterests	0	0	0	0
7	4	256	internal://	InInterests	0	0	0	0
7	4	256	internal://	OutInterests	0	0	0	0
7	4	256	internal://	InData	0	0	0	0
7	4	256	internal://	OutData	0	0	0	0
7	4	256	internal://	InNacks	0	0	0	0
7	4	256	internal://	OutNacks	0	0	0	0
7	4	256	internal://	InSatisfiedInterests	0.000256	0	0	0
7	4	256	internal://	InTimedOutInterests	0	0	0	0
7	4	256	internal://	OutSatisfiedInterests	0	0	0	0
7	4	256	internal://	OutTimedOutInterests	0	0	0	0
7	4	257	netdev://[00:00:00:00:00:05]	InInterests	0.000256	1.05e-05	0	0
7	4	257	netdev://[00:00:00:00:00:05]	OutInterests	0.000256	1.05e-05	0	0
7	4	257	netdev://[00:00:00:00:00:05]	InData	0.000768	0.0007965	0	0
7	4	257	netdev://[00:00:00:00:00:05]	OutData	0	0	0	0
7	4	257	netdev://[00:00:00:00:00:05]	InNacks	0	0	0	0
7	4	257	netdev://[00:00:00:00:00:05]	OutNacks	0	0	0	0
7	4	257	netdev://[00:00:00:00:00:05]	InSatisfiedInterests	0	0	0	0
7	4	257	netdev://[00:00:00:00:00:05]	InTimedOutInterests	0	0	0	0
7	4	257	netdev://[00:00:00:00:00:05]	OutSatisfiedInterests	0.000256	0	0	0
7	4	257	netdev://[00:00:00:00:00:05]	OutTimedOutInterests	0	0	0	0
